,label,text
9559,1,Sherrod Browns approval rating has plummeted to 38 percent among Ohio voters in a poll by a Democratic pollster.
9560,1,Oil companies are able to sell oil that costs no more to produce today than it did one year ago.
9561,1,"Currently, we're at 36 percent of our children born out of wedlock."
9563,0,Says over 1 million signatures were submitted in attempt to recall Gov. Scott Walker.
9564,1,"60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs weve gotten back, only 40 percent are living-wage."
9566,1,"As a state senator in Illinois, Obama made sure women got equal pay for equal work."
9568,0,TheAffordable Care Actalters the sensible doctor-patient-relationship-centered health care program ... we see today.
9569,1,Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. Thats more than any senator of either party.
9571,1,"Austin is number one in Texas in startups, venture capital and patents."
9572,1,"In some communities, for $10,000 worth of (PIP) coverage its $1,500 a year."
9574,1,Theyre saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.
9575,1,(Stimulus money) went to critically important projects like studying ants in Africa.
9576,1,There used to be 16 workers for every one person on Social Security. ... Now its three.
9579,1,"Certainly were going to be the most restrictive state in the land in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace."
9580,0,Klein did not hold a single town hall meeting (on health care) where the general public was invited to ask questions or present their views.
9581,0,"Wisconsins economy has tanked under Gov. Scott Walker andso far in 2015 over 6,685 people have been laid off, already more than in all of 2014."
9583,1,"Says 3,000 Americans died of gunfire between the time of the Ebola scare in Dallas and the midterm elections."
9585,0,"Holding up a BlackBerry, McCain campaign adviser says, ""youre looking at the miracle John McCain helped create."""
9586,1,Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.
9588,1,Says TriMet now spends $1.63 in benefits for every $1.00 spent on wages.
9590,0,A lot of student loans are already refinanced by the federal government.
9591,1,"Were making more than ever off oil and gas right now, but its no secret that oil production in Texas peaked in the 1970s."
9593,0,Did you know ObamaCare will cost nearly twice as much as initially expected -- $1.8 TRILLION?
9596,1,"Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump and, thats true nationally."
9598,0,"There are 30,000 people that have been killed with seat belts."
9602,1,Im the only governor in America ... who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody.
9606,1,"Says Ron Johnson opposes entirely a federal minimum wage, except perhaps for guest workers."
9607,1,Says Marco Rubio opposes abortioneven in the case of rape and incest.
9608,1,Says Donald Trump has bankrupt four separate businesses.
9609,0,We must deal with the here and now and assure affordable fuel for America by increasing domestic production.
9610,0,"For the past year, I was censored and muzzled."
9613,1,"Due to Obamacare, Arkansas has covered almost 14 percent of its uninsured already."
9614,0,"Middle-class families throughout America (would) have to pay $6,000 per year to pay for tax cuts for the wealthy."
9617,1,"According to the Congressional Budget Office, repealing Obamacare would increase the budget deficit."
9618,1,Today New Mexico (has) the sixth-fastest growing economy.
9619,0,"The Texas leg of the Keystone pipeline has already created 4,800 jobs in just the year its been up and running."
9622,0,McCain opposed the border fence.
9623,1,SaysLoretta Lynchs nomination has been now sitting there longer than the previous seven attorney general nominees combined.
9624,0,"I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats."
9625,1,"Taxpayer money will provide iPod Touch devices to high school students in Utah, BlackBerry smart phones to smokers who kick the habit and funding for a study of exotic ants in East Africa."
9626,1,Says over 90 percent of Travis Countys eligible residents have registered to vote.
9627,1,"Says Mitt Romney has said we dont need more firemen, more policemen, more teachers."
9628,1,"In the African-American community today, 68 percent of kids born are born out of wedlock."
9629,0,Says union bosses bused protesters to aCentral Florida education protest.
9630,0,"Says that at a campaign rally President Barack Obama spent so much time screaming at a protester, and frankly it was a disgrace."
9631,0,On transparency in dealing with the Republican Party of Florida's financial issues.
9632,1,Says a drug test can be performed for just $4 or $5.
9633,1,"Oregon House Republicans jobs plan could generate more than 50,000 jobs over five years."
9635,0,"When Hillary Clinton ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen they dont know."
9636,0,Prayer rugs have recently been found on the Texas side of the border in the brush.
9637,1,More than 80 percent of Americans believe we need to have universal background checks.
9639,1,We have cut our deficits by almost three-quarters.
9641,0,On changing the rules for filibusters on presidential nominees
9642,1,More children die in agricultural jobs than in any other industry.
9649,0,Says rabid animals from other states carry different strains of rabies that Florida vaccines and serums dont affect.
9650,1,Assaults on Wisconsin law enforcement officers are up 224 percent statewide since 2005
9652,0,We spent $223-million on a bridge in Alaska to an island with 50 people on it.
9653,0,Withheld union dues fund half of Dem (Democratic) campaigns in Florida.
9654,1,My wife is going to be the first Hispanic first lady in the history of Texas.
